"driver_number","driver_name","driver_abb","driver_total_seasons","driver_season_rank","driver_season_points","driver_season_gps","driver_season_wins","driver_season_podiums","driver_season_poles","driver_season_fastlaps","driver_season_leadlaps","driver_career_wins_avg","driver_career_podiums_avg","driver_career_poles","driver_career_fastlaps","driver_career_gps","driver_career_season","team_name","team_season_wins","team_season_podiums","team_season_poles","team_season_fastlaps","team_season_leadlaps","team_season_points","team_average_wins","team_average_podiums","team_total_gps","team_seasons","circuit_country","circuit_name","circuit_length","circuit_temp","circuit_rain","quali_pos","quali_time","race_pos"
31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,11,82.13,11
47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,20,83.005,12
77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,12,82.235,13
22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,15,82.02,14
6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,16,82.587,15
20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,19,82.908,16
3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,8,81.925,17
18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,18,82.748,18
14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,10,81.861,19
5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Nazionale di Monza",5793,27.7347,0.0,17,82.636,20
11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,2,109.434,1
16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,1,109.412,2
55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,4,109.583,3
4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,6,110.584,4
3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,17,116.226,5
18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,12,114.211,6
1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,8,111.395,7
5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,14,114.38,8
44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,3,109.466,9
10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,7,111.211,10
77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,16,116.083,11
20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,9,111.573,12
47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,13,114.37,13
63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,11,114.012,14
22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,10,111.983,15
31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,18,116.337,16
23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,19,116.985,17
14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,5,109.966,18
6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,20,117.532,19
24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Singapore","Marina Bay Street Circuit",5065,26.2325,0.180392,15,115.518,20
1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Japan","Suzuka Circuit",5807,16.7176,0.980392,1,89.304,1
11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Japan","Suzuka Circuit",5807,16.7176,0.980392,4,89.709,2
16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Japan","Suzuka Circuit",5807,16.7176,0.980392,2,89.314,3
31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Japan","Suzuka Circuit",5807,16.7176,0.980392,5,90.165,4
44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Japan","Suzuka Circuit",5807,16.7176,0.980392,6,90.261,5
5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Japan","Suzuka Circuit",5807,16.7176,0.980392,9,90.554,6
14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Japan","Suzuka Circuit",5807,16.7176,0.980392,7,90.322,7
63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Japan","Suzuka Circuit",5807,16.7176,0.980392,8,90.389,8
6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Japan","Suzuka Circuit",5807,16.7176,0.980392,20,91.511,9
4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Japan","Suzuka Circuit",5807,16.7176,0.980392,10,91.003,10
3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Japan","Suzuka Circuit",5807,16.7176,0.980392,11,90.659,11
18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Japan","Suzuka Circuit",5807,16.7176,0.980392,19,91.419,12
22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Japan","Suzuka Circuit",5807,16.7176,0.980392,13,90.808,13
20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Japan","Suzuka Circuit",5807,16.7176,0.980392,18,91.352,14
77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Japan","Suzuka Circuit",5807,16.7176,0.980392,12,90.709,15
24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Japan","Suzuka Circuit",5807,16.7176,0.980392,14,90.953,16
47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Japan","Suzuka Circuit",5807,16.7176,0.980392,15,91.439,17
10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Japan","Suzuka Circuit",5807,16.7176,0.980392,17,91.322,18
55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Japan","Suzuka Circuit",5807,16.7176,0.980392,3,89.361,19
23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Japan","Suzuka Circuit",5807,16.7176,0.980392,16,91.311,20
1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"USA","Circuit of the Americas",5513,29.2853,0.0,3,94.448,1
44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"USA","Circuit of the Americas",5513,29.2853,0.0,5,94.947,2
16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"USA","Circuit of the Americas",5513,29.2853,0.0,2,94.421,3
11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"USA","Circuit of the Americas",5513,29.2853,0.0,4,94.645,4
63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"USA","Circuit of the Americas",5513,29.2853,0.0,6,94.988,5
4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"USA","Circuit of the Americas",5513,29.2853,0.0,8,95.69,6
14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"USA","Circuit of the Americas",5513,29.2853,0.0,9,95.876,7
5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"USA","Circuit of the Americas",5513,29.2853,0.0,12,96.398,8
20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"USA","Circuit of the Americas",5513,29.2853,0.0,16,96.949,9
22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"USA","Circuit of the Americas",5513,29.2853,0.0,15,97.147,10
31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"USA","Circuit of the Americas",5513,29.2853,0.0,18,97.068,11
24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"USA","Circuit of the Americas",5513,29.2853,0.0,14,96.97,12
23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"USA","Circuit of the Americas",5513,29.2853,0.0,11,96.368,13
10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"USA","Circuit of the Americas",5513,29.2853,0.0,13,96.74,14
47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"USA","Circuit of the Americas",5513,29.2853,0.0,19,97.111,15
3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"USA","Circuit of the Americas",5513,29.2853,0.0,17,97.046,16
6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"USA","Circuit of the Americas",5513,29.2853,0.0,20,97.244,17
18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"USA","Circuit of the Americas",5513,29.2853,0.0,7,95.598,18
77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"USA","Circuit of the Americas",5513,29.2853,0.0,10,96.319,19
55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"USA","Circuit of the Americas",5513,29.2853,0.0,1,94.356,20
1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,1,77.775,1
44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,3,78.084,2
11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,4,78.128,3
63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,2,78.079,4
55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,5,78.351,5
16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,7,78.555,6
3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,11,79.325,7
31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,10,79.01,8
4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,8,78.721,9
77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,6,78.401,10
10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,14,79.672,11
23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,19,80.859,12
24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,12,79.476,13
5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,17,80.419,14
18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,18,80.52,15
47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,16,80.419,16
20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,15,79.833,17
6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,20,81.167,18
14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,9,78.939,19
22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Mexico","Autódromo Hermanos Rodríguez",4304,24.3127,0.0,13,79.589,20
63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,3,72.059,1
44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,8,72.611,2
55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,5,72.357,3
16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,10,70.95,4
14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,7,72.504,5
1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,2,71.877,6
11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,9,75.601,7
31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,6,72.425,8
77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,18,75.486,9
18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,15,72.21,10
5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,13,71.678,11
24,"G ZHOU","ZHO",2,16,4,15,0,0,0,1,0,0.0,0.0,0,2,36,2,"Alfa Romeo",0,0,0,1,0,10,0.02,0.06,428,16,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,17,75.197,12
47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,20,76.361,13
10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,12,71.675,14
23,"A ALBON","ALB",4,13,21,15,0,0,0,0,0,0.0,0.03,0,0,73,4,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,11,71.631,15
6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,16,75.095,16
22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,19,76.264,17
4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,4,72.263,18
20,"K MAGNUSSEN","MAG",8,18,2,15,0,0,0,0,0,0.0,0.01,1,2,155,8,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,1,71.674,19
3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Brazil","Autodromo Jose Carlos Pace",4309,23.0108,0.0,14,72.14,20
1,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"UAE","Yas Marina Circuit",5281,28.5755,0.0,1,83.824,1
16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"UAE","Yas Marina Circuit",5281,28.5755,0.0,3,84.092,2
11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"UAE","Yas Marina Circuit",5281,28.5755,0.0,2,84.052,3
55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"UAE","Yas Marina Circuit",5281,28.5755,0.0,4,84.242,4
